file_id,speed,side_i_median_0,side_i_median_1,side_i_median_2,side_i_median_3,side_i_median_4,side_i_median_5,side_i_median_6,side_i_median_7,side_i_median_8,side_i_median_9,side_i_quantile_0,side_i_quantile_1,side_i_quantile_2,side_i_quantile_3,side_i_quantile_4,side_i_quantile_5,side_i_quantile_6,side_i_quantile_7,side_i_quantile_8,side_i_quantile_9,side_i_max_0,side_i_max_1,side_i_max_2,side_i_max_3,side_i_max_4,side_i_max_5,side_i_max_6,side_i_max_7,side_i_max_8,side_i_max_9,side_i_std_0,side_i_std_1,side_i_std_2,side_i_std_3,side_i_std_4,side_i_std_5,side_i_std_6,side_i_std_7,side_i_std_8,side_i_std_9,side_ii_median_0,side_ii_median_1,side_ii_median_2,side_ii_median_3,side_ii_median_4,side_ii_median_5,side_ii_median_6,side_ii_median_7,side_ii_median_8,side_ii_median_9,side_ii_quantile_0,side_ii_quantile_1,side_ii_quantile_2,side_ii_quantile_3,side_ii_quantile_4,side_ii_quantile_5,side_ii_quantile_6,side_ii_quantile_7,side_ii_quantile_8,side_ii_quantile_9,side_ii_max_0,side_ii_max_1,side_ii_max_2,side_ii_max_3,side_ii_max_4,side_ii_max_5,side_ii_max_6,side_ii_max_7,side_ii_max_8,side_ii_max_9,side_ii_std_0,side_ii_std_1,side_ii_std_2,side_ii_std_3,side_ii_std_4,side_ii_std_5,side_ii_std_6,side_ii_std_7,side_ii_std_8,side_ii_std_9
Train1.csv,1.7505652397503124,0.1642807708768066,1.0498046875,3.5889050287887483,3.36176954998547,4097.948529126868,93.10075259750843,3.2352643238799046,1.3157709418339736,4.613908736828154,52.5,0.3104700482141041,2.4023437500000004,4.819597034296788,4.392223218434179,17866.28286506476,299.0007584490171,4.6630170651771605,2.2765271360215875,5.382334790695352,179.0,0.3840411962027764,2.67333984375,7.438583509892086,22.235118830297335,27850.625419523945,831.4431263575755,6.5484852742379065,2.940064642154252,8.059378352910592,206.0,0.07769635080889484,0.628504687107995,1.0210960695838327,3.3217107739585057,6689.63010641552,187.27878197865553,1.6504506917553383,0.6582175419966564,0.8362751066760737,53.56990176395697,0.1451240133311094,1.07421875,3.7034644098270757,3.546580253256857,3480.4096423059545,78.54379479157586,3.392148985794198,1.6758747226864439,4.695267462340997,52.5,0.2799865507773408,1.9714355468750002,4.724510732029207,5.026800413674991,13376.325114067442,356.24365841163717,5.263406231166896,2.8255509669753907,5.380044750880083,174.40000000000015,0.31079319715670684,2.50244140625,6.554589448476281,10.17293171132009,18794.122170484192,501.83700432282114,6.444035196198516,2.9994554671791165,5.859617985885486,222.0,0.0739916855669265,0.5483385495368447,0.7377026022920478,1.3841790591477148,5318.107094848132,125.77686739263687,1.622128271858832,0.7526920668235941,0.6052436810189854,50.784846026521535
Train10.csv,8.57480261504814,0.2178374923162067,1.5625,3.95763100294291,3.097461253754724,3542.5914519914377,1074.7083449900024,13.42273386588843,1.9974391683844164,5.089571613516817,74.0,0.29473033212599326,2.977294921875,5.9587557017214,8.484953183540798,9652.025156127464,3514.438000210677,36.69416352015673,3.281113041871476,5.478603181188063,621.5000000000001,0.4856724129487204,8.7646484375,10.436137961939025,37.70808842390328,43824.62640094623,4801.55792863566,99.31473300257075,7.74225619949915,5.736550131903573,816.0,0.08451492495581012,1.7485047235612876,1.7390014041195512,8.55261499252386,9335.173130101144,1240.5353021136946,19.441186557298142,1.3679504049077165,0.5070066021048099,250.73734818219143,0.21379822464019715,1.519775390625,3.8486112703132815,3.2055239939761737,4927.757194561649,1145.5112024886516,11.740957486256786,2.2597828311630406,5.186955032831566,72.5,0.31011939464116606,3.0822753906250004,6.888356853760792,6.566966372150252,11109.469455437678,2394.061004100975,34.58054676925173,3.5589977573508316,5.461558030449956,537.8,0.3810057138855571,4.150390625,8.357758822514128,19.491300315147875,14350.250038022752,8263.631021877381,90.5309684214724,5.441523286235027,5.677697375629873,812.0,0.06085875905516066,0.8520540296115547,1.4143219457406957,3.5480527985344916,3759.3812961653985,1525.4564885454351,19.044901798788644,1.093611105739438,0.6518156691739182,219.9520899536988
Train100.csv,12.906709818498067,0.48250407936961504,5.06591796875,5.420563343973047,5.441776516467298,37036.760817437025,2325.1948107672506,66.52379728021302,6.415095770011167,5.079215591895206,50.0,0.9655284368738183,12.578125000000004,8.35478197382615,17.132660359404824,165052.57272625444,8508.329420271226,266.55152652785114,40.746740961164264,5.470833991383578,76.7,1.6026605424045275,13.5986328125,10.862357048265343,22.377750025815928,458336.70309571334,16045.21927385667,859.2437816272524,110.14191753473843,5.690584275214848,103.0,0.36011119212232207,3.603615894285925,1.815865647440681,5.379391065021526,110360.04772160205,3674.391425355985,171.74963542858464,22.970361907943015,0.5402642343693461,16.329104336659128,0.417940969318948,5.035400390625,5.7025919645587635,6.199780447189079,26591.818161288393,2330.990699066026,44.58391549907134,5.667481671411712,5.033356778685379,49.0,0.8128688108850083,7.34130859375,9.00766056786284,17.02457111908117,121658.02651857474,5900.736650662957,176.5167516967585,20.096124159054327,5.4307206456426815,76.7,1.6203989033482744,14.1357421875,11.319774941211318,33.66253907593065,470936.92592537927,16770.886430960538,1041.776390008134,107.58436801018995,5.78886703383014,632.0,0.33080235286915605,2.975307142580646,1.9721020320821965,6.757332068056536,100254.87572172537,3418.3881732159048,192.38117809190783,24.1915421158146,0.4254853872746136,101.4448741928344
Train101.csv,3.9758600360430827,0.1763073494657682,1.556396484375,4.538632643134106,5.703730661276017,3746.004502245609,152.7952855547536,5.764584424626656,1.6112645330707185,4.894084586258261,58.0,0.2756488446712813,3.9160156250000004,8.559001256184219,23.47161671156084,13530.416388955964,686.0818004835027,12.170963431823253,3.3186686023060012,5.557567987456581,106.80000000000001,0.4913748587086779,6.2255859375,11.1876952693247,32.55201738100125,44451.80341709935,2148.5699779125,18.185667744069345,6.319618993743509,5.705333172252421,167.0,0.08853387564586385,1.480808482972279,2.2811858973454635,8.623993760067032,8446.941192857232,431.982375495843,4.039665483302465,1.1943680724724468,0.5778252088506577,29.96325875134412,0.16391631953022356,1.507568359375,4.613150989252565,5.209869619832855,3806.9702562725492,163.74072892258596,6.531369880475067,2.078574210204022,4.904331454856733,56.0,0.2900850153281698,4.566650390625001,8.340889292549758,20.088701207800003,15036.135112710426,992.5560045863331,9.70111945112035,3.366543922884199,5.416490230884706,108.9,0.5596625366905823,8.0322265625,16.296965809828695,91.92603720564409,60649.701908996154,1884.4363044820893,21.307137771644893,8.749908463468554,5.655565937654554,208.0,0.09413348261293963,1.7529074792331767,2.575628347210856,15.914818111903068,10575.685919840273,429.7705528601498,4.265111645586907,1.4333495139798877,0.506841382275723,35.026203918459395
Train102.csv,11.77922712170973,0.2334077943161127,1.702880859375,3.7614804512806863,3.079144162803229,2059.397035750916,1423.6354317440014,11.452712808738966,2.110530125868787,5.14274316190699,65.5,0.3383746364209015,2.495117187500001,5.272621705375353,4.883946525625335,9067.675769778747,4387.277987581996,34.537387646673274,3.37984059115735,5.77120840278766,402.40000000000003,0.38199374164952093,4.8095703125,10.465003083326277,38.226214078124165,20418.96448721279,8973.934431504058,96.69892866360898,6.479420517422892,7.107870123214347,809.0,0.07719725842397955,0.8269432244262271,1.864481782447707,6.686726778722057,4245.709522357683,2265.0890368386667,19.91236143637054,1.0294893539802383,0.6947088516154648,184.8947731777118,0.20272385856098724,1.495361328125,3.9027634031463005,3.039341142652659,2348.267556517625,974.0831882337368,14.225969174557267,2.587063792833801,5.0561952090219915,66.0,0.3043353628455146,2.5720214843750004,6.269493155384246,4.8563173381044535,13737.830751155107,4571.324647058214,37.04749872357688,4.3091885265378105,5.605944728382914,365.3,0.37791772079250663,6.25,11.902981370033489,39.57287825453498,15611.062276653414,7563.189590428429,91.29568224691884,5.800750854984838,5.750640590287711,809.0,0.07347966556675962,1.0716100466594713,2.02017481251685,7.293850893186013,4620.908824848045,1855.743004161575,16.77582124966379,1.2278570592690154,0.5359524301870735,175.22121899455414
Train103.csv,17.2979582165158,0.5008979068302372,6.109619140625,5.506291439312909,5.176260348913125,24534.95252650407,8327.663030038835,133.43954109295146,6.441473853010056,5.55951141682163,72.0,1.2000618272600712,9.89013671875,8.701590205425296,14.47183960868441,189229.44890580553,21782.111704583214,412.81922490369817,24.730042320078347,6.002029805560977,565.0,1.4699256027137917,13.65966796875,10.743308845059232,26.90178116023537,363101.8980152368,34817.38074584648,1206.149546675454,47.206160643806044,6.198320269340114,643.0,0.33336486116055647,2.802717219401566,1.9914073491836555,5.725718060053248,93892.80184354531,8128.53824566486,256.34714687239256,10.840378335509575,0.5554208897587232,197.95721404826347,0.6559449040559286,6.488037109375,5.105137756499747,4.623741556625083,59556.79651769154,8175.835179618566,108.1155226898827,10.138709536990557,5.186177129136846,66.5,1.1235107608149566,9.787597656250002,7.012302018014862,7.373886873384993,208622.6472479187,13895.93755361493,442.8182599636198,30.136103264618143,5.811338946647135,76.7,1.526677237447883,12.451171875,10.82221230927813,22.53118862157907,438891.08991554554,24238.291393255466,2688.9648841221942,71.60176983301426,6.835219474775249,565.0,0.2970800328778325,2.699011918228026,1.7547398605780553,3.99659461142564,91830.22899322429,5248.611661086433,577.6328440476755,17.840312200972708,0.7202973150978284,120.65522613525698
Train104.csv,14.093533709854212,0.679966741240727,5.96923828125,4.879947832804737,5.062316232475517,61125.736334514964,5458.570019412072,101.60013762588966,15.734445742075405,5.191417926288022,74.5,1.051100517780539,12.905273437500009,8.010542475736395,14.155692836472609,164436.85785875542,14776.267571933877,331.6145522394436,35.51568138878005,5.747262195680872,103.90000000000002,1.4115163737207799,18.8720703125,13.17973898857314,27.235329872103843,313337.3052327111,43574.66678508408,1047.3132631482376,54.829665690902736,6.010883945000169,121.0,0.2929693775070583,3.830475107105441,2.133106559610015,6.346358710054081,73782.42666876026,7872.4774302638625,194.89228548875744,13.212224231277466,0.3981187138970948,21.39342681613911,0.7427317382918837,7.23876953125,4.8456035155943304,4.703315676058891,90431.78789758043,6048.259591762036,129.5655394514567,20.05061239805315,5.058671980063089,83.0,1.4905133408921105,12.738037109375002,7.529789973598866,9.423308011562353,363933.108583914,21425.489245222067,309.7439906738586,72.01031898249808,5.6707575033710365,105.0,2.199110824619935,15.966796875,9.114179619259083,16.70804018191713,856626.4792530845,34983.640306359135,750.0247138953066,106.56198925401937,5.911469301446126,122.0,0.452655511763734,3.3417108394474035,1.4628373120844447,2.876329639418025,183680.2632836044,8328.010524964882,146.39325280435094,26.327237764944954,0.4355125406000262,21.83154165278989
Train105.csv,0.3857177646907468,0.1164753506595752,0.775146484375,3.7854560540790647,4.251282243579073,1367.8072529659926,49.46316989586799,3.136668364496101,1.7576142782473974,4.687880009291673,49.5,0.25605629900850674,1.7553710937500002,5.340891893882849,10.269678221660444,11738.763596072527,216.60295724624362,4.373526580859732,2.3235131681578105,5.637841407744561,183.80000000000018,0.3123588481648849,2.63671875,7.669600428449654,15.274955078176998,18744.467561945054,1557.2539746447492,6.310668398927496,3.0651964751381833,6.041663386757445,385.0,0.07010499357373266,0.5596054273758615,1.1182789216899889,3.2528521371958496,4595.495732085257,309.04628567426334,1.3673103159903028,0.5551220256009222,0.5661660860332265,72.87746565297122,0.1061885532474306,0.91552734375,3.9769194808776387,4.219752697128664,1799.2839666658579,61.593939525801886,3.6915339166045946,1.970137708329387,4.79803463450828,50.0,0.21890012192056882,1.6784667968750004,5.368916590589506,8.713880642091938,7690.191444691748,169.6739652883416,5.813367446263691,2.558130191163354,5.545326908425822,263.20000000000016,0.42167116468402743,2.08740234375,6.641533720882562,15.390697225511383,11197.798725480714,10235.823052408672,7.057413890442956,2.9252586067419477,5.888764947131867,385.0,0.07339669794836953,0.4665491721807258,1.0182940981791404,2.807247245268993,3081.7717396320677,1768.1317040640013,1.730516058300441,0.5825412338425322,0.7145517216166354,101.19477178163652
Train106.csv,12.84736862393026,0.469396518859009,5.145263671875,5.599830106440554,6.084682928205774,33270.8606211699,1923.8935670487062,43.025795415819225,6.520470676842309,4.9713582459521835,57.5,0.9446623363885273,8.92822265625,8.146510409832286,14.815719672171362,149669.48561728373,8776.851054769077,305.6895543173865,39.039589461770916,5.5507026758832705,80.10000000000002,1.5602028841203757,13.916015625,11.525014636479709,20.55505716276115,447565.5606730963,17588.440211697587,639.0293682967551,89.15010964222141,7.872060836826725,115.0,0.3422352530375153,3.3134814204945746,1.7296373887465866,4.2197862927539775,101092.91609606013,4214.901848310267,144.93996971230888,21.678365489063953,0.6608174833352719,17.909467424730977,0.4824937815796463,5.072021484375,5.90786312264572,6.291764089039855,39305.14479017252,2231.9685169542695,46.72774532566763,6.717653632517763,5.035117274232938,61.0,1.0690321652401653,12.261962890625002,7.6861436429808885,13.424469453099327,196398.76609144482,9801.828991297307,278.62449501774324,43.62927854077813,5.636113179118321,77.0,1.3833810047137567,15.283203125,12.565482366949727,41.56344194277554,340538.33042316523,13486.31161358032,602.1885733843477,81.3948213980836,7.011232301583,100.0,0.33797786717497164,3.9518021921329796,1.929379836072454,7.4729451942634375,89526.59795434626,3842.0881345891744,139.49961059844887,19.6728120247141,0.651528072349121,15.13635937073377
Train107.csv,9.761626506404285,0.38210147155421614,4.107666015625,6.07397808618682,9.461531506054326,23449.43309598265,1017.8187680654275,35.679018197176106,5.63190592503292,4.7861118822284086,65.0,0.8014351380342093,12.149658203125002,10.569871014634842,25.1708400457159,115073.5810686021,3948.009731704908,155.4179172770423,31.922982115200835,5.232012745414601,103.50000000000001,1.138377693085958,17.24853515625,11.625692287301232,32.40769953109866,245045.4951116855,7623.953299276405,497.4271153059582,44.721159905060404,6.29779159047933,108.0,0.23873878849419355,4.349485620373765,2.359594599132233,8.245977516783126,52752.95404625029,1660.4731918739208,103.11965193516806,11.367856440085838,0.45534832917723983,18.192975979756582,0.42485732923954567,5.157470703125,6.0421397844832185,8.058662799714533,30148.491364227542,1308.6967327370648,38.84145267114921,5.893030631742674,4.681904242949921,62.0,0.5835366724053266,11.159667968750007,10.358434219741985,24.893026024000662,64778.430433819274,3548.5007849378685,188.1019461660472,21.314717444969258,5.112408547350052,105.30000000000001,0.971043317962947,17.1875,11.082628070319979,34.990950152747246,173034.8886437428,5200.685868620723,342.05849831914753,58.863109585394824,5.38819431460576,109.0,0.2001229050313186,3.9804006341182308,2.3558354665720227,8.486174443782124,39006.53890491536,1258.2444211672573,82.46080152574395,12.50050038179505,0.378362096877258,18.8758277964173
